,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,explicit,artists,like
1279,0.659,0.623,4,-2.253,1,0.0451,0.0667,0.0,0.582,0.439,88.042,181824,4,82,False,"['Marshmello', 'Kane Brown']",0
1280,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,217653,4,30,False,"['The Chainsmokers', 'Bebe Rexha']",0
1281,0.754,0.824,5,-2.453,0,0.039,0.0506,7.92e-06,0.108,0.613,116.978,194872,4,57,False,"['Felix Cartal', 'Lights']",0
1282,0.666,0.475,7,-6.54,1,0.0334,0.454,0.0,0.108,0.198,129.915,267290,3,38,False,"['SonReal', 'Jessie Reyez']",0
1283,0.712,0.482,9,-6.588,0,0.031,0.46,2.1e-05,0.133,0.525,107.158,221916,4,54,False,['renforshort'],0
1284,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,4,89,False,"['Shawn Mendes', 'Camila Cabello']",0
1285,0.843,0.797,11,-4.597,0,0.0419,0.202,0.000117,0.0822,0.613,109.973,172800,4,69,True,['bülow'],0
1286,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,131248,4,9,True,['Lil Tecca'],0
1287,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444,4,82,False,"['Sam Feldt', 'RANI']",0
1288,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,197867,4,86,False,"['Ed Sheeran', 'Khalid']",0
1289,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,200594,4,26,False,['Blanco Brown'],0
1290,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,219080,4,76,True,['Miley Cyrus'],0
1291,0.694,0.523,2,-6.407,0,0.0254,0.875,0.000172,0.352,0.472,97.985,209453,4,38,False,['Duffy'],0
1292,0.578,0.411,6,-11.154,0,0.327,0.401,0.0,0.0994,0.188,123.329,244181,4,0,False,['Jazzy Bazz'],0
1293,0.769,0.439,11,-12.7,0,0.0515,0.164,0.155,0.108,0.188,102.002,322126,4,48,True,['Otzeki'],0
1294,0.834,0.479,4,-12.384,0,0.0587,0.701,0.0881,0.0965,0.49,89.996,187333,4,38,False,['Poom'],0
1295,0.507,0.619,2,-8.347,0,0.216,0.23,0.0063,0.593,0.435,131.374,209494,4,46,True,"['Blended Babies', 'Anderson .Paak']",0
1296,0.699,0.158,7,-15.225,1,0.036,0.445,0.86,0.132,0.0616,146.027,210497,4,61,False,['Seneca B'],0
1297,0.692,0.312,4,-13.271,0,0.0937,0.544,0.000101,0.073,0.346,90.036,229599,4,43,False,['YellowStraps'],0
1298,0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,277027,4,70,False,['Simple Plan'],0
1299,0.354,0.33,0,-9.835,0,0.0526,0.145,0.00604,0.273,0.0554,173.664,340493,4,2,True,['The Weeknd'],0
1300,0.639,0.867,9,-4.77,1,0.214,0.243,0.0,0.429,0.827,133.788,142573,4,24,False,['Bernard Adamus'],0
1301,0.552,0.87,9,-4.141,1,0.0679,0.0269,0.0,0.101,0.734,135.792,194053,4,47,False,['Noir Silence'],0
1302,0.439,0.0827,10,-19.064,1,0.0502,0.823,0.00763,0.188,0.192,119.151,177116,4,38,False,['Les Louanges'],0
1303,0.712,0.273,5,-12.805,1,0.0636,0.366,0.0205,0.103,0.646,80.182,166800,4,19,False,['Daniel Bélanger'],0
1304,0.62,0.438,9,-8.603,1,0.0277,0.481,6.46e-06,0.0876,0.239,136.057,284516,3,44,False,['Mild Orange'],0
1305,0.659,0.504,11,-9.804,0,0.0384,0.782,0.069,0.0997,0.117,126.702,280958,4,39,False,['Mild Orange'],0
1306,0.602,0.671,2,-8.561,1,0.0253,0.0238,0.00127,0.266,0.124,102.948,231916,4,34,False,['Mild Orange'],0
1307,0.429,0.497,2,-7.927,1,0.0292,0.672,0.502,0.0919,0.0984,135.524,291885,4,37,False,['Mild Orange'],0
1308,0.223,0.447,9,-9.842,0,0.0321,0.0977,0.458,0.0609,0.127,75.105,206938,4,33,False,['Mild Orange'],0
1309,0.524,0.945,11,-2.467,0,0.0797,0.0135,0.00332,0.108,0.8,149.819,270467,4,52,False,['Red Hot Chili Peppers'],0
1310,0.374,0.988,4,-1.911,1,0.169,0.117,1.52e-06,0.173,0.405,149.146,224440,4,49,False,['Red Hot Chili Peppers'],0
1311,0.568,0.977,0,-2.599,1,0.0596,0.0749,1.51e-05,0.0776,0.349,102.888,224867,4,49,False,['Red Hot Chili Peppers'],0
1312,0.472,0.876,7,-3.102,0,0.103,0.0113,0.000411,0.207,0.638,110.516,365533,4,51,False,['Red Hot Chili Peppers'],0
1313,0.781,0.553,0,-4.277,1,0.0735,0.201,0.000233,0.383,0.308,121.968,135497,4,63,True,['Lil Pump'],0
1314,0.255,0.968,9,-6.628,1,0.0979,5.13e-05,0.873,0.111,0.153,131.524,57213,4,37,False,['Sublime'],0
1315,0.828,0.539,7,-5.842,1,0.035,0.00711,0.095,0.1,0.553,124.815,145067,4,52,False,['Sublime'],0
1316,0.626,0.58,6,-11.14,1,0.586,0.931,0.0,0.733,0.745,89.544,217920,3,31,True,"['Sublime', 'Raleigh Theodore Sakers']",0
1317,0.586,0.261,7,-7.107,1,0.0485,0.741,0.0,0.168,0.559,126.057,171693,4,55,False,['Sublime'],0
1318,0.459,0.858,10,-4.272,1,0.431,0.1,2.67e-06,0.404,0.652,92.78,320640,4,33,True,['Sublime'],0
1319,0.454,0.799,1,-4.913,1,0.0945,0.000935,0.189,0.11,0.7,112.19,165013,4,38,False,['Sublime'],0
1320,0.613,0.0936,11,-15.784,0,0.0709,0.847,0.00392,0.11,0.115,115.901,197253,4,34,False,['Sublime'],0
1321,0.519,0.263,0,-9.802,1,0.0343,0.566,0.0,0.391,0.288,124.828,93880,4,45,True,['Sublime'],0
1322,0.434,0.555,0,-8.649,0,0.109,0.904,0.0,0.942,0.602,92.897,47027,1,29,False,"['Sublime', 'Raleigh Theodore Sakers']",0
1323,0.746,0.665,2,-6.106,1,0.0963,0.00532,0.000804,0.155,0.751,79.022,233267,4,49,False,['Sublime'],0
1324,0.638,0.864,2,-4.255,0,0.0358,0.00253,0.0,0.178,0.811,102.289,156160,4,54,False,['Sublime'],0
1325,0.402,0.947,0,-3.972,1,0.159,0.00206,0.0,0.172,0.436,92.614,130187,4,50,True,['Sublime'],0
1326,0.654,0.721,9,-6.705,1,0.0554,0.0155,0.000923,0.235,0.674,80.27,292640,4,53,False,['Sublime'],0
1327,0.3,0.954,6,-4.242,0,0.0678,0.000352,1.44e-06,0.383,0.621,104.085,75293,4,43,False,['Sublime'],0
1328,0.329,0.895,2,-4.795,0,0.0388,0.000949,0.637,0.184,0.736,92.669,234987,4,46,True,['Sublime'],0
1329,0.348,0.937,9,-4.051,1,0.0992,0.000803,0.618,0.735,0.413,104.977,205467,4,44,False,['Sublime'],0
1330,0.664,0.769,9,-5.295,1,0.0374,0.018,0.000166,0.0771,0.526,82.88,290467,4,49,False,['Sublime'],0
1331,0.753,0.484,9,-7.519,1,0.258,0.0149,0.0,0.135,0.597,79.668,211560,4,62,False,['Sublime'],0
1332,0.73,0.719,2,-6.325,1,0.205,0.239,2.25e-06,0.104,0.307,82.944,237013,4,50,True,['Jaden'],0
1333,0.47,0.794,2,-3.642,1,0.114,0.113,0.0,0.119,0.133,160.12,247760,4,55,True,"['Jaden', 'Tyler, The Creator']",0
1334,0.62,0.577,1,-6.479,1,0.0687,0.522,6.78e-05,0.168,0.12,81.499,269813,4,61,True,"['Jaden', 'SYRE']",0
1335,0.802,0.673,10,-5.108,0,0.248,0.101,7.33e-06,0.109,0.659,150.915,76693,4,51,True,['Jaden'],0
1336,0.458,0.956,1,-2.858,0,0.352,0.344,0.0,0.352,0.188,108.884,102347,4,49,True,['Jaden'],0
1337,0.684,0.825,6,-3.517,0,0.238,0.202,6.04e-05,0.0899,0.388,80.307,251333,4,51,True,"['Jaden', 'Trinidad James']",0
1338,0.45,0.473,11,-8.997,0,0.0476,0.354,0.00295,0.0843,0.17,133.926,400667,4,53,True,['Jaden'],0
1339,0.397,0.586,0,-7.242,1,0.104,0.272,9.06e-05,0.18,0.33,151.31,375320,3,48,True,['Jaden'],0
1340,0.759,0.812,8,-4.257,1,0.251,0.251,0.0,0.348,0.229,139.911,135880,4,55,True,"['Jaden', 'A$AP Rocky']",0
1341,0.344,0.843,1,-3.711,0,0.0422,0.0214,0.00345,0.189,0.219,97.5,244720,4,65,True,"['Jaden', 'Kid Cudi']",0
1342,0.39,0.605,9,-6.897,0,0.144,0.105,0.0,0.172,0.16,75.128,274987,4,47,True,['Jaden'],0
1343,0.326,0.577,2,-9.843,1,0.106,0.753,1.56e-05,0.382,0.23,95.502,471813,4,45,True,['Jaden'],0
1344,0.567,0.855,11,-3.377,0,0.0708,0.149,0.0,0.132,0.348,160.071,138031,4,45,True,['Jaden'],0
1345,0.469,0.278,2,-11.274,1,0.0262,0.766,0.0,0.13,0.197,90.03,222031,4,51,True,['Jaden'],0
1346,0.77,0.589,1,-4.942,1,0.111,0.144,8.61e-06,0.178,0.163,148.056,162220,4,50,True,"['Jaden', 'A$AP Rocky']",0
1347,0.608,0.165,2,-13.038,1,0.0618,0.778,0.0,0.127,0.562,127.909,167267,4,35,False,['Sublime'],0
1348,0.58,0.625,10,-12.073,0,0.0903,5.46e-05,0.725,0.1,0.14,97.043,247267,4,47,False,['Radiohead'],0
1349,0.341,0.837,9,-5.055,1,0.048,0.00765,0.000803,0.0602,0.274,130.607,293760,4,33,False,['Mew'],0
1350,0.924,0.385,1,-7.049,1,0.185,0.187,0.0,0.132,0.39,129.976,178373,4,63,True,"['Dreamville', 'J. Cole', 'Young Nudy']",0
1351,0.708,0.579,10,-7.19,0,0.0312,0.382,0.891,0.0785,0.27,146.038,237439,4,21,False,"['Ludovico Einaudi', 'Starkey']",0
1352,0.652,0.458,1,-12.272,1,0.194,0.0282,0.0,0.664,0.174,100.046,443413,4,54,True,"['Kendrick Lamar', 'Anna Wise']",0
1353,0.632,0.795,0,-4.556,0,0.238,0.492,0.0,0.157,0.906,79.911,391158,4,0,False,['Moral Distraida'],0
1354,0.649,0.782,10,-7.028,0,0.0437,0.242,0.0,0.123,0.641,131.948,217771,4,11,True,['Allan Kingdom'],0
1355,0.776,0.675,8,-6.224,0,0.266,0.00196,0.0,0.227,0.27,131.984,217707,4,63,True,"['Drake', 'Future']",0
1356,0.523,0.855,6,-5.759,0,0.428,0.322,0.0,0.0713,0.339,92.06,220587,4,0,False,['Demi-Portion'],0
1357,0.619,0.625,7,-9.635,1,0.036,0.0119,1.05e-06,0.152,0.467,96.751,181307,4,60,False,['The Beatles'],0
1358,0.656,0.698,1,-7.322,1,0.0967,0.319,2.2e-05,0.252,0.165,90.008,181441,4,51,True,['BROCKHAMPTON'],0
1359,0.489,0.718,6,-5.989,1,0.11,0.0122,0.0,0.0546,0.0568,207.986,126960,4,68,True,['A$AP Rocky'],0
1360,0.539,0.487,1,-9.653,1,0.202,0.309,0.0,0.097,0.375,169.985,186353,4,56,True,['PNL'],0
1361,0.798,0.535,10,-6.096,1,0.0665,0.126,0.0,0.21,0.116,124.004,222013,4,53,False,['PNL'],0
1362,0.712,0.969,4,-1.503,0,0.161,0.0113,0.0319,0.0904,0.802,105.077,157627,4,50,False,['Red Hot Chili Peppers'],0
1363,0.505,0.458,7,-7.87,1,0.0392,0.217,0.0,0.116,0.17,123.922,301773,4,64,True,['Rex Orange County'],0
1364,0.69,0.607,5,-5.774,1,0.0327,0.164,0.0,0.202,0.39,105.034,241259,4,15,True,['Allan Kingdom'],0
1365,0.866,0.565,0,-5.856,0,0.127,0.506,0.0,0.0908,0.55,164.991,151120,4,45,True,"['Kid Cudi', 'Chip Tha Ripper']",0
1366,0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,213600,4,70,False,['Childish Gambino'],0
1367,0.494,0.716,1,-6.479,1,0.364,0.0478,0.0,0.353,0.468,168.894,352507,4,41,True,['OutKast'],0
1368,0.841,0.627,2,-6.024,1,0.0399,0.15,0.0,0.0964,0.689,95.974,210733,4,0,False,['Mike Bahía'],0
1369,0.267,0.785,10,-9.57,1,0.0855,0.00339,0.0214,0.356,0.186,105.015,210307,4,1,False,['Gåte'],0
1370,0.44,0.97,2,-7.66,1,0.108,9.25e-06,0.0344,0.463,0.0501,130.079,202000,4,1,False,['Orngòth'],0
1371,0.719,0.822,10,-5.832,1,0.0436,0.0705,0.0225,0.127,0.911,90.018,306729,4,2,False,['The Fanculos'],0
1372,0.32,0.653,9,-9.31,1,0.046,0.818,0.914,0.145,0.0516,123.33,162868,3,31,False,['Neat Beats'],0
1373,0.341,0.536,0,-5.918,1,0.0348,0.82,0.582,0.311,0.514,122.155,228707,4,42,False,['Tame Impala'],0
1374,0.299,0.263,9,-13.207,0,0.0323,0.968,0.857,0.126,0.113,137.848,384439,3,61,False,['Radiohead'],0
1375,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4,87,True,['BROCKHAMPTON'],0
1376,0.869,0.747,9,-7.143,1,0.151,0.512,0.0,0.124,0.784,124.932,142187,4,71,True,['BROCKHAMPTON'],0
1377,0.68,0.634,7,-8.446,1,0.36,0.0208,2.02e-06,0.479,0.693,155.911,89613,4,59,True,['BROCKHAMPTON'],0
1378,0.611,0.635,2,-7.016,1,0.31,0.367,0.00568,0.068,0.739,82.087,210773,4,63,True,['BROCKHAMPTON'],0
1379,0.471,0.496,7,-9.983,1,0.199,0.399,0.00083,0.378,0.569,160.093,302360,4,62,True,['BROCKHAMPTON'],0
1380,0.318,0.766,9,-6.302,0,0.0412,0.13,0.166,0.34,0.195,128.378,280000,3,58,True,['BROCKHAMPTON'],0
1381,0.771,0.636,2,-5.131,1,0.229,0.318,6e-05,0.0647,0.451,79.832,219720,4,59,True,['BROCKHAMPTON'],0
1382,0.535,0.962,11,-3.453,1,0.0638,0.00361,0.0,0.163,0.687,144.984,204526,4,62,False,"['Simple Plan', 'Natasha Bedingfield']",0
1383,0.515,0.331,8,-11.37,1,0.189,0.0854,0.194,0.0775,0.216,74.004,332319,4,57,False,['Puma Blue'],0
1384,0.556,0.345,7,-11.176,1,0.0264,0.741,0.0061,0.103,0.245,139.53,177427,4,57,False,['George Harrison'],0
1385,0.659,0.316,2,-14.401,0,0.0299,0.594,0.248,0.105,0.64,110.671,239440,4,45,False,['Michael Franks'],0
1386,0.46,0.771,9,-7.088,0,0.328,0.518,0.000197,0.0774,0.296,88.83,210280,4,65,True,"['Free Nationals', 'Mac Miller', 'Kali Uchis']",0
1387,0.785,0.624,7,-9.984,1,0.272,0.205,0.0,0.107,0.356,91.835,203680,4,48,False,"['Miles Davis', 'Robert Glasper', 'Phonte']",0
1388,0.722,0.581,1,-8.241,1,0.0515,0.0674,5.07e-05,0.114,0.802,97.024,196514,4,44,False,['Les Louanges'],0
1389,0.55,0.373,9,-8.772,1,0.0314,0.391,0.0551,0.0935,0.33,121.941,293213,3,47,False,['Timber Timbre'],0
1390,0.409,0.266,4,-12.167,1,0.0311,0.847,0.0036,0.112,0.105,48.875,218462,4,45,False,['Dave Bixby'],0
1391,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4,66,False,['Dr. Dog'],0
1392,0.496,0.592,9,-9.164,0,0.0444,0.106,0.717,0.0787,0.542,93.603,415720,4,56,False,['Kurt Vile'],0
1393,0.28,0.42,4,-9.553,0,0.0366,0.372,8.87e-06,0.134,0.148,65.13,198014,4,59,False,['Gus Dapperton'],0
1394,0.467,0.354,6,-10.752,0,0.0417,0.0773,0.12,0.124,0.231,164.334,186200,3,42,False,['Gonjasufi'],0
1395,0.848,0.562,1,-8.454,1,0.161,0.571,0.0,0.111,0.53,119.918,211720,4,62,True,['13 Block'],0
1396,0.667,0.629,8,-8.17,1,0.0403,0.133,0.00144,0.0957,0.308,118.976,220837,4,55,True,['PNL'],0
1397,0.743,0.568,2,-6.571,1,0.122,0.16,0.00202,0.294,0.338,119.825,212173,4,59,True,['13 Block'],0
1398,0.756,0.552,8,-6.912,1,0.0596,0.119,0.0,0.104,0.4,146.095,188864,4,57,True,['PNL'],0
1399,0.814,0.63,2,-6.779,1,0.247,0.287,2.3e-05,0.0696,0.393,130.91,164987,4,59,True,['Niska'],0
1400,0.779,0.636,7,-8.449,0,0.155,0.0128,5.2e-06,0.0973,0.276,134.96,244573,4,57,True,['Damso'],0
1401,0.904,0.378,5,-10.784,0,0.344,0.324,0.00166,0.0865,0.794,132.951,174243,4,49,True,['Zola'],0
1402,0.792,0.763,2,-11.185,1,0.0506,0.425,0.627,0.789,0.152,89.9,52973,4,52,False,['The Beatles'],0
1403,0.76,0.916,8,-3.017,0,0.0521,0.186,1.17e-06,0.0885,0.693,109.993,191653,4,47,False,['Bondax'],0
1404,0.549,0.495,6,-5.661,0,0.133,0.603,7.26e-06,0.0979,0.385,81.012,294651,4,55,True,['Drake'],0
1405,0.569,0.86,9,-4.116,1,0.043,0.135,0.0,0.153,0.289,90.937,270960,4,76,True,"['Jaden', 'WILLOW']",0
1406,0.704,0.628,10,-7.882,0,0.162,0.0626,1.49e-06,0.103,0.654,92.005,199246,4,65,False,"['Disclosure', 'Lorde']",0
1407,0.536,0.71,0,-5.641,0,0.0451,0.014,3.25e-06,0.593,0.335,149.996,256012,4,21,False,"['SBTRKT', 'Caroline Polachek']",0
1408,0.378,0.699,6,-8.139,0,0.111,0.328,2.25e-05,0.561,0.464,171.322,296773,4,42,False,['The Lemon Twigs'],0
1409,0.494,0.471,7,-5.36,0,0.0704,0.42,0.0,0.0907,0.545,101.637,214278,5,53,False,"['Brandy', 'Daniel Caesar']",0
1410,0.567,0.436,9,-10.326,1,0.0571,0.778,0.0,0.188,0.252,149.987,318533,4,61,True,['Daniel Caesar'],0
1411,0.439,0.493,8,-8.999,1,0.259,0.37,0.0,0.604,0.213,74.016,108792,4,0,True,['Gracy Hopkins'],0
1412,0.578,0.588,0,-4.92,0,0.255,0.415,0.0,0.114,0.3,79.174,215671,5,64,True,"['Normani', '6LACK']",0
1413,0.605,0.553,10,-10.845,0,0.101,0.274,0.0152,0.184,0.62,152.076,185617,4,69,False,"['Sabrina Claudio', '6LACK']",0
1414,0.71,0.445,7,-11.55,0,0.366,0.465,0.0,0.0861,0.364,152.988,188594,4,8,True,['Tortoz'],0
1415,0.6,0.518,3,-10.423,0,0.358,0.459,0.0,0.108,0.195,172.444,200296,3,40,True,['Moka Boka'],0
1416,0.955,0.398,1,-7.539,1,0.312,0.089,0.0,0.0638,0.385,129.934,152498,4,42,True,['Shay'],0
1417,0.647,0.446,7,-7.887,0,0.0792,0.395,3.63e-06,0.058,0.568,123.795,280413,4,51,False,"['Myth Syzer', 'Bonnie Banane', 'Ichon', 'Muddy Monk']",0
1418,0.722,0.482,11,-7.025,0,0.0479,0.405,0.0,0.0786,0.339,115.052,356834,4,33,True,['Kobo'],0
1419,0.906,0.434,8,-7.795,0,0.185,0.436,0.0,0.0998,0.551,123.011,171921,4,33,True,"['Binks Beatz', 'Hamza']",0
1420,0.668,0.467,0,-8.309,1,0.123,0.318,0.0,0.119,0.372,130.186,258133,4,36,True,"['Nelick', 'La Go De la KiwiBunnyTape']",0
1421,0.92,0.516,11,-8.257,0,0.119,0.38,0.0,0.0698,0.534,112.013,258891,4,58,True,['Caballero & JeanJass'],0
1422,0.944,0.443,5,-7.877,0,0.0638,0.843,1.97e-05,0.0984,0.587,119.016,129718,4,55,True,['Luidji'],0
1423,0.743,0.408,2,-11.257,1,0.146,0.742,7.59e-05,0.125,0.401,142.053,150845,4,31,False,['Nelick'],0
1424,0.657,0.709,7,-6.629,0,0.037,0.284,0.00359,0.159,0.281,162.929,206160,4,56,True,['SAINt JHN'],0
1425,0.829,0.521,10,-5.583,1,0.138,0.858,0.0,0.13,0.367,106.016,200475,4,70,True,"['SAINt JHN', 'A Boogie Wit da Hoodie']",0
1426,0.776,0.72,0,-5.794,1,0.0539,0.106,3.21e-06,0.134,0.799,83.988,178090,4,56,True,['SAINt JHN'],0
1427,0.862,0.482,4,-6.332,0,0.0384,0.318,0.0,0.127,0.508,112.006,171912,4,61,True,['SAINt JHN'],0
1428,0.768,0.574,6,-6.104,0,0.136,0.384,1.65e-05,0.336,0.278,74.949,217776,4,71,True,"['NAV', 'The Weeknd']",0
1429,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073,320467,4,50,False,['Beach House'],0
1430,0.369,0.665,0,-6.19,0,0.0695,0.0148,0.0131,0.37,0.323,95.885,327267,5,59,False,['WILLOW'],0
1431,0.277,0.501,9,-11.95,0,0.0374,0.519,0.609,0.124,0.343,146.263,323947,4,45,False,['Cortex'],0
1432,0.825,0.672,0,-7.108,1,0.418,0.0858,0.0,0.123,0.246,147.01,382307,4,68,True,"['Dreamville', 'EARTHGANG', 'J. Cole', 'Smino', 'Saba']",0
1433,0.654,0.378,5,-8.108,0,0.0322,0.373,1.07e-05,0.0971,0.437,72.976,194827,4,66,True,['Post Malone'],0
1434,0.744,0.627,6,-7.845,0,0.381,0.542,0.0,0.165,0.724,95.913,186836,4,0,False,['Hugo TSR'],0
1435,0.719,0.742,9,-6.774,1,0.186,0.0768,1.12e-05,0.0905,0.466,120.04,320429,4,42,False,['Disclosure'],0
1436,0.686,0.517,4,-9.318,0,0.0458,0.221,0.00128,0.104,0.172,139.988,159440,4,23,False,"['SBTRKT', 'Jessie Ware']",0
1437,0.53,0.481,0,-8.474,1,0.0482,0.0105,0.711,0.0957,0.438,152.321,163218,4,45,False,['Vulfpeck'],0
1438,0.413,0.46,0,-9.57,0,0.0433,0.775,1.5e-06,0.253,0.29,120.272,246227,4,16,False,['Noir Désir'],0
1439,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,258413,4,70,False,['Kavinsky'],0
1440,0.68,0.944,10,-6.356,0,0.0735,0.186,0.000205,0.336,0.874,95.368,292693,4,7,False,['Funkadelic'],0
1441,0.689,0.83,8,-8.774,1,0.0954,0.539,0.0,0.0882,0.815,140.732,171560,4,20,False,['Funkadelic'],0
1442,0.334,0.0672,7,-19.343,1,0.0358,0.958,0.311,0.121,0.143,92.873,564293,4,3,False,"['Caoimhín Ó Raghallaigh', 'Thomas Bartlett']",0
1443,0.639,0.815,11,-4.962,0,0.252,0.232,0.0,0.299,0.4,159.903,243280,4,60,True,['BROCKHAMPTON'],0
1444,0.3,0.384,2,-10.742,1,0.0323,0.604,0.0,0.0799,0.275,171.828,679107,3,47,False,['Bob Dylan'],0
1445,0.418,0.766,7,-6.391,0,0.0802,0.685,1.13e-06,0.127,0.678,92.707,198155,4,0,False,['Demi-Portion'],0
1446,0.696,0.583,3,-9.351,0,0.301,0.308,0.0,0.0964,0.524,137.079,227427,4,67,True,"['A$AP Rocky', 'BONES']",0
1447,0.596,0.894,0,-5.407,1,0.0265,0.00878,0.00659,0.104,0.572,132.994,260387,5,63,False,['Real Estate'],0
1448,0.889,0.385,11,-11.767,0,0.165,0.00544,0.0,0.274,0.235,125.995,202533,4,67,True,"['Young Thug', 'Jaden']",0
1449,0.682,0.502,2,-9.507,1,0.0713,0.0124,8.45e-06,0.107,0.218,108.08,214035,4,61,False,"['NCT', 'NCT U']",0
1450,0.735,0.728,7,-8.374,0,0.306,0.117,0.000325,0.0653,0.619,135.845,175628,4,9,True,['Allan Kingdom'],0
1451,0.424,0.289,5,-12.063,1,0.0271,0.0619,0.000444,0.104,0.335,77.941,255680,3,57,False,['The Velvet Underground'],0
1452,0.647,0.461,4,-7.284,0,0.254,0.45,0.104,0.116,0.502,127.995,229992,4,41,True,"['Reverse', 'Merlyn Wood']",0
1453,0.859,0.233,9,-8.676,1,0.0972,0.644,0.00581,0.117,0.386,112.779,477280,4,48,False,['Bahamas'],0
1454,0.844,0.438,0,-10.564,1,0.264,0.00174,0.00118,0.144,0.548,119.008,180576,4,44,False,"['SBTRKT', 'Ezra Koenig']",0
1455,0.764,0.601,1,-10.647,0,0.371,0.0946,0.000117,0.879,0.409,94.807,119547,4,39,True,['GoldLink'],0
1456,0.662,0.425,2,-14.422,0,0.0707,0.134,0.00257,0.132,0.505,134.194,121861,4,33,True,['Russ'],0
1457,0.66,0.63,11,-9.615,1,0.149,0.0841,5.72e-05,0.0819,0.591,157.594,526373,4,48,True,"['OutKast', 'CeeLo Green']",0
1458,0.844,0.854,7,-3.694,0,0.265,0.17,0.0,0.092,0.777,95.081,276040,4,0,True,"['Lil Wayne', 'Mannie Fresh']",0
1459,0.613,0.627,8,-5.974,1,0.0321,0.732,0.0184,0.13,0.918,148.92,145027,4,39,False,['Giulia Y Los Tellarini'],0
1460,0.467,0.736,2,-8.612,1,0.131,0.826,0.000155,0.168,0.77,161.653,221080,4,56,False,['Camaron De La Isla'],0
1461,0.836,0.646,6,-4.925,1,0.0386,0.166,5.07e-05,0.108,0.668,124.01,221707,4,11,False,['Electric Guest'],0
1462,0.548,0.641,2,-8.358,1,0.0303,0.108,0.0,0.108,0.54,124.167,191236,4,32,False,['David Bowie'],0
1463,0.784,0.657,6,-5.649,0,0.458,0.209,1.5e-05,0.065,0.662,90.902,192857,4,48,False,"['Oxmo Puccino', 'Orelsan']",0
1464,0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,150867,4,19,True,['Post Malone'],0
1465,0.658,0.696,7,-8.163,1,0.0363,0.195,0.0147,0.108,0.226,106.996,218173,4,47,False,"['Moon Boots', 'Black Gatsby']",0
1466,0.623,0.396,7,-10.936,0,0.0405,0.101,0.873,0.0932,0.0973,90.483,274028,4,47,False,"['Emancipator', 'Frameworks']",0
1467,0.506,0.238,11,-9.108,0,0.0525,0.774,0.0,0.356,0.234,92.124,152013,4,46,False,['XXXTENTACION'],0
1468,0.166,0.084,9,-14.878,1,0.0359,0.607,0.822,0.116,0.0387,109.874,424464,4,24,False,['M83'],0
1469,0.8,0.649,5,-5.45,0,0.081,0.102,0.0,0.0859,0.695,100.0,188082,4,45,True,"['AGNEZ MO', 'French Montana']",0
1470,0.579,0.974,10,-3.33,0,0.0911,0.204,0.893,0.205,0.247,134.977,192000,4,49,False,"['Tails', 'Juelz']",0
1471,0.718,0.459,0,-7.116,0,0.0718,0.115,0.0,0.151,0.626,154.03,196493,4,57,True,['EARTHGANG'],0
1472,0.416,0.81,6,-5.395,0,0.0463,0.00268,0.745,0.339,0.172,128.04,200500,4,28,False,"['Coyu', 'Moby']",0
1473,0.583,0.634,7,-6.315,1,0.0297,0.0484,0.0,0.0667,0.48,150.062,240438,4,28,False,"['Moral Distraida', 'Ceaese']",0
1474,0.69,0.251,1,-13.189,0,0.266,0.0365,0.00027,0.0925,0.359,105.511,116777,3,13,False,"['Grupo Ofa', 'Felix Omidiré']",0
1475,0.817,0.402,7,-10.946,0,0.131,0.544,0.0,0.171,0.17,126.029,204500,4,57,True,['Kaaris'],0
1476,0.6,0.597,0,-6.705,0,0.174,0.505,0.0,0.199,0.463,163.934,176457,4,16,False,"['mk5.45', 'Biggie']",0
1477,0.751,0.614,11,-4.738,0,0.0274,0.152,0.000988,0.0986,0.232,129.953,255554,4,51,False,"['Francis and the Lights', 'Bon Iver', 'Kanye West']",0
1478,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,187105,4,75,True,['A$AP Rocky'],0
