,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,explicit,artists,like
461,0.726,0.672,4,-10.008,0,0.0396,0.912,0.0268,0.103,0.388,106.997,259072,4,0,False,['the Garifuna Collective'],1
462,0.681,0.436,10,-9.514,0,0.0767,0.842,4.19e-05,0.154,0.606,110.273,245000,3,1,False,['Chiwoniso'],1
463,0.628,0.757,10,-8.141,0,0.0389,0.345,0.318,0.194,0.971,109.514,313480,4,43,False,['Super Mama Djombo'],1
464,0.658,0.257,6,-12.12,0,0.0909,0.924,0.115,0.111,0.637,95.251,298440,4,54,False,['Bonga'],1
465,0.824,0.39,4,-10.565,0,0.133,0.365,0.717,0.104,0.688,108.325,187787,4,39,False,"['Umalali', 'the Garifuna Collective']",1
466,0.702,0.269,10,-15.172,0,0.0365,0.626,0.0406,0.125,0.397,99.747,386973,4,53,False,['Rokia Traoré'],1
467,0.725,0.266,2,-15.384,1,0.0403,0.828,0.000531,0.303,0.617,86.727,523453,4,4,False,['Orchestra Baobab'],1
468,0.843,0.36,9,-9.94,0,0.0994,0.446,0.0,0.0892,0.306,106.024,188187,4,4,False,['Fatoumata Diawara'],1
469,0.678,0.391,11,-11.605,0,0.0274,0.751,0.00209,0.158,0.832,106.333,316880,4,0,False,['Amadou Et Mariam'],1
470,0.635,0.911,0,-6.607,1,0.0347,0.81,2.66e-05,0.147,0.877,82.006,259107,4,53,False,['Amadou & Mariam'],1
471,0.638,0.699,7,-6.727,1,0.0716,0.427,0.000106,0.992,0.435,108.972,211360,4,41,False,['Amadou & Mariam'],1
472,0.609,0.631,7,-7.938,1,0.0401,0.581,0.0,0.889,0.79,111.27,224400,4,30,False,['Amadou & Mariam'],1
473,0.587,0.737,4,-6.127,0,0.0295,0.537,1.47e-05,0.254,0.894,160.067,253960,4,37,False,['Amadou & Mariam'],1
474,0.731,0.591,7,-7.232,1,0.0255,0.815,0.00999,0.208,0.415,108.998,131133,4,49,False,['Amadou & Mariam'],1
475,0.678,0.718,7,-7.189,0,0.111,0.52,0.0842,0.0699,0.899,121.637,540987,4,1,False,['Orlando Julius'],1
476,0.76,0.391,1,-8.73,1,0.0353,0.0286,0.00691,0.0582,0.965,116.873,479547,4,47,False,['William Onyeabor'],1
477,0.419,0.0947,4,-17.034,0,0.0749,0.955,0.0,0.111,0.25,169.386,131707,4,6,False,['Manno Charlemagne'],1
478,0.624,0.562,1,-9.09,0,0.0435,0.229,0.00993,0.133,0.334,91.733,434987,4,2,False,['Orchestra Baobab'],1
479,0.601,0.599,7,-8.898,1,0.0635,0.549,0.106,0.142,0.636,89.767,190311,3,0,False,['the Garifuna Collective'],1
480,0.519,0.734,0,-5.492,0,0.0444,0.277,1.63e-06,0.0414,0.958,118.095,164453,4,10,False,['Tabou Combo'],1
481,0.58,0.864,9,-6.948,0,0.0523,0.262,2.31e-05,0.36,0.626,188.071,353413,4,0,False,['Michel Martelly'],1
482,0.438,0.463,5,-12.032,1,0.108,0.538,0.895,0.345,0.429,78.107,496667,4,3,False,['Webert Sicot'],1
483,0.745,0.603,4,-6.873,0,0.0717,0.0759,0.0303,0.297,0.707,179.961,451971,4,23,False,['Coupé-Cloué'],1
484,0.574,0.0456,11,-21.325,0,0.142,0.973,6.18e-06,0.101,0.681,79.552,154053,4,6,False,['Manno Charlemagne'],1
485,0.517,0.112,9,-17.328,1,0.109,0.799,0.0,0.0947,0.44,91.956,286440,3,6,False,['Manno Charlemagne'],1
486,0.788,0.7,0,-6.615,0,0.0375,0.687,0.000169,0.137,0.93,91.706,499907,4,0,False,['Africando'],1
487,0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,216520,4,73,True,['J. Cole'],1
488,0.629,0.772,1,-5.056,0,0.158,0.12,0.0051,0.265,0.743,88.547,192155,4,2,True,"['Mura Masa', 'A$AP Rocky']",1
489,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,47,True,['Future'],1
490,0.687,0.574,5,-11.22,0,0.0516,0.012,0.743,0.299,0.234,138.083,192933,4,0,False,['French 79'],1
491,0.767,0.512,6,-6.777,1,0.0591,0.893,0.000223,0.103,0.489,123.921,207107,4,69,False,['Khalid'],1
492,0.761,0.443,6,-10.552,0,0.0349,0.725,0.000669,0.0815,0.103,123.066,230310,4,0,False,['Nilüfer Yanya'],1
493,0.595,0.442,7,-11.115,0,0.0289,0.116,0.77,0.114,0.134,81.992,327973,4,50,False,['Kid Cudi'],1
494,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,326933,4,15,True,['Childish Gambino'],1
495,0.611,0.454,0,-7.436,0,0.201,0.469,1.52e-06,0.189,0.444,93.004,311000,4,61,True,"['Noname', 'Phoelix', 'Smino', 'Saba']",1
496,0.679,0.754,8,-6.965,1,0.186,0.323,0.0,0.126,0.905,86.993,203493,4,6,True,"['Kanye West', 'Chris Martin']",1
497,0.604,0.461,6,-13.372,0,0.0447,0.786,3.12e-05,0.0928,0.803,91.909,242533,4,5,False,['Simon & Garfunkel'],1
498,0.746,0.42,0,-11.07,1,0.365,0.638,2.94e-06,0.33,0.272,119.966,163333,4,0,True,['Kweku Collins'],1
499,0.701,0.485,11,-10.305,0,0.364,0.367,6.31e-05,0.0852,0.496,78.863,530253,4,65,True,['J. Cole'],1
500,0.72,0.751,11,-7.69,0,0.194,0.391,0.00152,0.108,0.487,125.022,209480,4,46,True,['Vic Mensa'],1
501,0.598,0.669,1,-5.633,0,0.337,0.588,0.0,0.096,0.573,97.98,198034,4,0,False,['Mr Eazy'],1
502,0.955,0.654,4,-5.528,0,0.0809,0.727,3.19e-06,0.0887,0.749,110.943,194490,4,55,True,['Jul'],1
503,0.823,0.818,10,-4.396,0,0.18,0.173,0.0136,0.21,0.844,92.973,189427,4,48,False,['SoulChef'],1
504,0.518,0.656,4,-7.438,0,0.0264,0.511,0.156,0.0679,0.203,104.282,290213,4,63,False,['Radiohead'],1
505,0.509,0.427,1,-9.905,1,0.0718,0.222,0.00016,0.155,0.324,139.545,335162,4,5,True,['Dutch'],1
506,0.812,0.653,6,-10.716,0,0.0941,0.292,0.000259,0.183,0.404,140.922,194116,4,38,True,['Russ'],1
507,0.863,0.59,7,-4.6,1,0.239,0.717,3.52e-05,0.0938,0.763,148.015,183347,4,1,True,['Hare Squead'],1
508,0.62,0.69,7,-6.508,1,0.0493,0.0931,0.0,0.131,0.331,133.935,234213,4,71,True,"['Post Malone', 'Justin Bieber']",1
509,0.697,0.459,8,-8.498,0,0.448,0.729,8.35e-06,0.0971,0.409,80.085,255556,4,11,True,['Future'],1
510,0.461,0.772,2,-3.98,0,0.375,0.282,0.0,0.178,0.414,167.018,372113,4,64,True,['Kanye West'],1
511,0.381,0.462,8,-8.014,1,0.124,0.891,0.0,0.199,0.542,80.08,230017,4,59,True,"['Chance the Rapper', 'Ty Dolla $ign', 'Anderson .Paak', 'BJ The Chicago Kid', 'Raury']",1
512,0.688,0.898,6,-4.87,1,0.37,0.368,0.0,0.544,0.758,88.701,193850,4,27,False,['Georgio'],1
513,0.68,0.714,0,-6.185,1,0.306,0.574,0.0,0.0418,0.746,87.886,185147,4,0,False,['Oxmo Puccino'],1
514,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4,84,True,['Kendrick Lamar'],1
515,0.603,0.401,0,-10.155,0,0.0306,0.542,0.225,0.103,0.347,172.633,377600,4,56,False,['Kanye West'],1
516,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,82,False,['Eagles'],1
517,0.652,0.824,0,-4.798,1,0.118,0.121,0.0,0.181,0.322,84.015,240067,4,49,True,"['French Montana', 'Kanye West', 'Nas']",1
518,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4,74,True,"['Mac Miller', 'Anderson .Paak']",1
519,0.795,0.409,9,-10.134,0,0.0859,0.183,0.00108,0.112,0.518,120.095,176187,4,64,True,['The Internet'],1
520,0.792,0.583,8,-8.305,0,0.027,0.023,0.582,0.0809,0.54,102.979,209709,4,1,False,['Else'],1
521,0.756,0.85,9,-5.885,0,0.0538,0.0559,0.000809,0.111,0.415,100.005,257053,4,61,True,"['Kid Cudi', 'Andre Benjamin']",1
522,0.639,0.907,9,-7.85,1,0.0409,0.0128,0.328,0.704,0.696,97.019,234333,4,54,True,['Anderson .Paak'],1
523,0.672,0.721,4,-9.655,0,0.0622,0.737,0.0383,0.122,0.798,105.225,288747,4,38,False,['Noir Désir'],1
524,0.69,0.442,2,-13.088,0,0.0515,0.728,0.0,0.136,0.729,135.114,190360,3,6,False,['Trio America'],1
525,0.346,0.335,7,-12.453,1,0.0339,0.575,0.00674,0.185,0.213,84.204,478173,4,69,False,['Led Zeppelin'],1
526,0.622,0.545,9,-9.828,1,0.0447,0.0122,0.933,0.119,0.211,127.006,438867,4,40,False,['Oliver Huntemann'],1
527,0.543,0.82,10,-4.559,0,0.269,0.0377,0.0,0.186,0.563,89.387,235520,4,43,False,['Lupe Fiasco'],1
528,0.746,0.765,3,-5.487,1,0.054,0.366,0.00156,0.0799,0.972,154.971,207192,5,0,False,['Parcels'],1
529,0.744,0.43,3,-10.604,0,0.309,0.455,2.73e-06,0.126,0.266,92.039,201667,4,66,True,['J. Cole'],1
530,0.786,0.706,9,-6.212,0,0.0537,0.251,0.213,0.142,0.313,120.011,255093,4,61,False,['ZHU'],1
531,0.442,0.446,9,-11.354,0,0.786,0.278,0.0,0.308,0.295,51.539,161080,4,61,True,"['GoldLink', 'Masego']",1
532,0.928,0.716,9,-4.836,0,0.0656,0.485,0.095,0.75,0.53,110.024,213892,4,0,False,['Parcels'],1
533,0.704,0.777,2,-5.729,1,0.195,0.0358,0.0,0.151,0.392,111.921,141542,4,68,True,"['Chance the Rapper', 'Knox Fortune']",1
534,0.81,0.555,11,-9.895,0,0.0482,0.00851,0.919,0.0626,0.0916,126.012,428946,4,46,False,['Worakls'],1
535,0.469,0.621,1,-9.828,0,0.0313,0.876,0.0246,0.712,0.683,138.931,186160,4,47,False,['Fleetwood Mac'],1
536,0.822,0.385,2,-9.714,1,0.339,0.0299,0.00247,0.107,0.241,118.054,227747,4,13,False,"['KAYTRANADA', 'Syd']",1
537,0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,238333,4,65,False,"['Kanye West', 'Jeezy']",1
538,0.851,0.359,0,-8.335,1,0.0832,0.0207,0.0,0.105,0.159,137.034,192600,4,58,True,['Amir Obe'],1
539,0.675,0.68,5,-10.32,0,0.0439,0.278,0.161,0.333,0.364,114.964,263260,4,1,False,"[""L'Impératrice""]",1
540,0.444,0.287,5,-10.631,0,0.0375,0.849,2.82e-06,0.161,0.246,124.027,257380,4,70,True,['Frank Ocean'],1
541,0.577,0.646,0,-5.902,1,0.13,0.0913,4.18e-05,0.17,0.575,169.769,195093,4,5,True,['Kanye West'],1
542,0.804,0.651,1,-4.637,1,0.164,0.0144,0.0,0.0781,0.52,93.998,178240,1,0,False,['Oxmo Puccino'],1
543,0.557,0.32,1,-10.792,0,0.0438,0.739,3.99e-05,0.112,0.377,176.647,204533,4,59,False,['Elvis Costello'],1
544,0.678,0.713,8,-6.451,1,0.0487,0.00136,0.865,0.0837,0.19,127.993,330000,4,6,False,['Worakls'],1
545,0.556,0.908,5,-4.759,0,0.245,0.301,0.0,0.129,0.715,158.151,209360,4,59,True,"['J. Cole', 'James Fauntleroy']",1
546,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4,84,True,"['Post Malone', 'Quavo']",1
547,0.676,0.707,0,-9.811,1,0.0572,0.112,0.916,0.0914,0.772,124.0,340645,4,43,False,['Worakls'],1
548,0.72,0.422,1,-13.338,0,0.069,0.474,0.0847,0.155,0.546,112.219,89293,4,11,False,['Rodrigo Amarante'],1
549,0.755,0.696,1,-6.326,1,0.194,0.123,0.0,0.106,0.432,93.683,317333,4,64,False,"['Damian Marley', 'Nas']",1
550,0.819,0.521,10,-7.328,0,0.216,0.00344,0.366,0.204,0.715,96.419,198713,4,29,False,['Anderson .Paak'],1
551,0.463,0.695,8,-8.335,0,0.0333,0.628,0.89,0.0991,0.23,151.946,313457,4,0,False,"[""L'Impératrice""]",1
552,0.604,0.448,10,-9.083,0,0.0839,0.846,1.92e-05,0.106,0.6,72.995,244088,4,0,True,['Rymz'],1
553,0.773,0.607,2,-9.817,1,0.0449,0.0645,0.858,0.0699,0.174,120.005,373739,4,22,False,['Moon Boots'],1
554,0.634,0.649,6,-7.505,0,0.0486,0.0315,0.0,0.482,0.509,90.482,237507,4,5,True,['Kanye West'],1
555,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,162373,4,77,False,['The Mamas & The Papas'],1
556,0.482,0.662,1,-7.652,1,0.377,0.00684,9.96e-05,0.159,0.281,145.665,277787,4,5,False,"['KAYTRANADA', 'Vic Mensa']",1
557,0.697,0.655,1,-9.781,0,0.15,0.0626,0.774,0.353,0.415,86.969,181149,4,11,False,['Chrome Sparks'],1
558,0.738,0.758,11,-5.427,0,0.301,0.0728,0.000163,0.117,0.583,84.955,242098,4,0,False,['The Geek x Vrv'],1
559,0.819,0.535,1,-6.368,1,0.202,0.325,0.0027,0.0966,0.838,126.946,272992,4,45,True,"['Michael Christmas', 'Mac Miller']",1
560,0.764,0.7,10,-4.167,0,0.0324,0.0144,9.19e-05,0.218,0.517,129.962,236006,4,23,False,"['Casey Veggies', 'Ty Dolla $ign']",1
561,0.653,0.868,8,-6.959,1,0.351,0.127,0.0,0.329,0.668,156.983,270341,4,30,True,"['Caleborate', 'Pell', 'Sylvan LaCue']",1
562,0.945,0.394,10,-8.571,1,0.492,0.303,0.0,0.131,0.743,120.058,209747,4,4,True,['Aminé'],1
563,0.693,0.617,1,-10.107,1,0.306,0.0339,0.00314,0.151,0.4,135.281,298040,4,11,False,"['KAYTRANADA', 'Anderson .Paak']",1
564,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4,82,True,"['French Montana', 'Swae Lee']",1
565,0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,192160,4,75,True,"['Mura Masa', 'A$AP Rocky']",1
566,0.74,0.63,7,-7.955,0,0.175,0.162,4.3e-06,0.205,0.517,130.041,213603,4,32,True,['Allan Kingdom'],1
567,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,176702,4,75,True,"['GoldLink', 'Brent Faiyaz', 'Shy Glizzy']",1
568,0.96,0.624,2,-2.814,1,0.0838,0.206,0.0,0.132,0.478,109.986,229026,4,30,True,"['Taylor Gang', 'Ty Dolla $ign', 'Wiz Khalifa']",1
569,0.835,0.481,0,-7.188,0,0.387,0.0308,0.000501,0.0896,0.34,139.581,201000,4,61,False,"['SBTRKT', 'Little Dragon']",1
570,0.746,0.345,1,-10.963,1,0.0875,0.183,0.00367,0.121,0.598,160.036,326933,4,7,True,['Childish Gambino'],1
571,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,4,74,True,['Frank Ocean'],1
572,0.673,0.463,2,-7.247,1,0.191,0.681,4.9e-06,0.0907,0.268,147.981,277521,4,71,True,"['Frank Ocean', 'JAY-Z', 'Tyler, The Creator']",1
573,0.606,0.503,7,-6.678,0,0.155,0.0475,0.0,0.116,0.31,80.04,228147,4,61,False,"['KAYTRANADA', 'Craig David']",1
574,0.688,0.77,7,-7.962,0,0.0312,0.0234,0.00783,0.076,0.741,123.868,269456,4,3,False,['Haddaway'],1
575,0.539,0.884,9,-6.53,1,0.0403,0.382,0.00166,0.76,0.752,100.812,230693,4,73,False,['ABBA'],1
576,0.747,0.492,10,-9.616,1,0.04,0.0163,0.00897,0.224,0.533,119.531,292571,4,65,False,['ABBA'],1
577,0.777,0.725,0,-8.681,1,0.05,0.0131,0.00805,0.246,0.529,116.669,198066,4,72,False,['Gloria Gaynor'],1
578,0.86,0.571,7,-9.5,1,0.0577,7.61e-05,0.00169,0.341,0.768,129.029,210146,4,24,False,['Gala'],1
579,0.783,0.89,7,-7.075,0,0.0342,3.45e-05,0.855,0.173,0.927,129.892,227265,4,2,False,['A-Type Player'],1
580,0.75,0.785,6,-10.926,1,0.0591,0.0278,0.0,0.0601,0.752,126.361,286667,4,62,False,['Village People'],1
581,0.9,0.63,2,-6.402,1,0.0768,0.462,1.13e-05,0.123,0.203,118.0,230168,4,44,True,['A2h'],1
582,0.878,0.67,10,-4.827,0,0.0553,0.265,1.96e-06,0.0387,0.911,126.988,204647,4,34,False,['Lartiste'],1
583,0.795,0.668,1,-6.463,1,0.244,0.161,0.0,0.127,0.349,150.093,196453,4,65,True,['Niska'],1
584,0.767,0.566,9,-7.394,0,0.115,0.128,0.0,0.102,0.405,117.993,232200,4,58,True,['Damso'],1
585,0.772,0.783,8,-6.257,0,0.0353,0.336,0.0,0.163,0.71,103.079,201960,4,48,False,['KeBlack'],1
586,0.829,0.797,5,-5.428,1,0.109,0.0617,0.0,0.112,0.549,97.972,171133,4,50,False,['Aya Nakamura'],1
587,0.583,0.381,9,-10.033,0,0.0429,0.416,0.000226,0.0958,0.153,127.667,316378,4,2,False,['PNL'],1
588,0.761,0.556,1,-6.631,0,0.109,0.417,1.81e-06,0.104,0.384,130.006,198373,4,58,True,['Booba'],1
589,0.662,0.59,1,-8.762,1,0.0745,0.642,1.82e-06,0.108,0.393,154.051,168857,4,55,True,['Maes'],1
590,0.753,0.753,11,-8.344,0,0.0509,0.299,0.133,0.107,0.38,144.05,200591,4,51,True,['Hamza'],1
591,0.788,0.517,0,-7.459,0,0.356,0.446,4.14e-06,0.159,0.604,144.973,180828,4,35,True,['FouKi'],1
592,0.601,0.483,4,-10.422,0,0.086,0.174,0.0,0.199,0.296,126.724,173058,5,50,True,['OBOY'],1
593,0.915,0.626,6,-7.332,0,0.188,0.414,0.0,0.116,0.703,138.011,168696,4,58,True,['Josman'],1
594,0.538,0.268,11,-10.783,0,0.0819,0.691,0.0411,0.089,0.223,79.681,198912,4,49,False,['Saje'],1
595,0.774,0.631,6,-10.121,1,0.119,0.828,0.000291,0.131,0.641,127.979,211470,4,43,True,"['Rexx Life Raj', 'Russ']",1
596,0.743,0.331,4,-6.027,0,0.262,0.242,0.0,0.0938,0.218,97.066,200213,4,54,True,['Bryson Tiller'],1
597,0.624,0.424,1,-8.237,1,0.24,0.286,0.0,0.173,0.584,76.671,206013,4,70,False,['The Weeknd'],1
598,0.547,0.294,7,-10.202,1,0.0482,0.0607,0.786,0.0933,0.11,105.027,246240,4,2,True,['dvsn'],1
599,0.611,0.435,5,-7.831,1,0.355,0.575,0.0,0.0955,0.239,170.044,206118,4,35,True,['Omar Kadir'],1
600,0.717,0.347,11,-10.265,0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,235477,4,75,True,"['PARTYNEXTDOOR', 'Drake']",1
601,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,88,True,['XXXTENTACION'],1
602,0.855,0.522,9,-7.546,1,0.0611,0.021,8.6e-05,0.0653,0.483,130.033,296986,4,48,False,['Jordan Rakei'],1
603,0.565,0.733,4,-7.504,0,0.226,0.393,7.1e-05,0.115,0.448,93.717,252607,4,40,True,"['TRU Tactics', 'Kendrick', 'Joe Geezy']",1
604,0.749,0.398,5,-7.44,0,0.171,0.648,1.26e-06,0.115,0.0859,80.032,226040,4,73,True,['NAV'],1
605,0.87,0.554,4,-5.828,0,0.0635,0.0802,0.0739,0.115,0.462,123.998,394573,4,67,False,"['Tom Odell', 'Zwette']",1
606,0.44,0.31,4,-13.487,0,0.259,0.357,0.000363,0.108,0.149,172.672,225773,3,64,False,['H.E.R.'],1
607,0.729,0.338,5,-12.816,1,0.116,0.892,0.000295,0.118,0.184,119.345,234595,4,67,False,['Mac Ayres'],1
608,0.649,0.392,5,-12.603,0,0.0375,0.856,0.926,0.0817,0.415,76.031,231040,4,57,False,['Jamie xx'],1
609,0.667,0.548,9,-7.802,1,0.0262,0.744,0.0122,0.0946,0.29,112.549,286880,4,70,False,['Chris Isaak'],1
610,0.681,0.333,9,-8.582,1,0.0974,0.588,0.0,0.086,0.564,118.05,227655,4,62,True,['Frank Ocean'],1
611,0.548,0.475,1,-12.42,1,0.0355,0.615,0.808,0.0944,0.0349,126.976,294667,4,65,False,['Coldplay'],1
612,0.313,0.474,8,-7.914,1,0.0374,0.271,0.00222,0.0974,0.236,79.971,342827,4,2,False,['Michael Kiwanuka'],1
613,0.944,0.514,5,-7.895,1,0.195,0.0684,0.00209,0.103,0.331,120.004,276785,4,66,False,"['Tom Misch', 'Zak Abel']",1
614,0.491,0.382,4,-14.021,1,0.0724,0.408,0.0128,0.156,0.251,142.555,392107,3,49,False,['The Shouting Matches'],1
615,0.465,0.466,9,-8.098,1,0.0333,0.0836,0.0427,0.0911,0.555,164.315,558187,4,62,False,"['Neil Young', 'Crazy Horse']",1
616,0.404,0.408,9,-10.77,1,0.0349,0.911,0.0512,0.117,0.0723,125.004,309013,4,60,False,['Bon Iver'],1
617,0.729,0.324,8,-13.017,0,0.0393,0.195,0.0,0.101,0.679,116.855,195267,4,21,False,['Marvin Gaye'],1
618,0.598,0.531,7,-7.484,1,0.0954,0.331,1.51e-06,0.0938,0.696,70.469,168000,3,9,False,['James Brown'],1
619,0.559,0.656,9,-8.699,0,0.0469,0.257,0.000171,0.2,0.679,79.638,225347,4,55,False,"['Bobby ""Blue"" Bland']",1
620,0.799,0.602,0,-9.714,0,0.061,0.117,0.000267,0.0658,0.717,94.333,239800,4,56,False,['Marvin Gaye'],1
621,0.843,0.483,8,-7.168,0,0.0332,0.187,0.0,0.0867,0.96,95.551,244373,4,9,False,['Aloe Blacc'],1
622,0.643,0.525,8,-11.706,0,0.034,0.826,0.289,0.145,0.617,94.192,327973,4,23,False,['Marvin Gaye'],1
623,0.65,0.511,8,-10.814,1,0.0319,0.423,0.0337,0.273,0.949,98.297,181027,4,9,False,['The Jackson 5'],1
624,0.803,0.338,6,-14.029,1,0.0349,0.196,0.038,0.097,0.912,106.841,155707,4,66,False,['Sam & Dave'],1
625,0.6,0.506,10,-9.413,0,0.0293,0.213,0.00865,0.0705,0.329,133.203,257653,4,5,False,['Commodores'],1
626,0.591,0.578,11,-10.313,0,0.0351,0.165,2.83e-06,0.164,0.691,80.307,240933,4,3,False,"['Roy Ayers Ubiquity', 'Roy Ayers']",1
627,0.545,0.626,11,-6.557,0,0.186,0.15,0.0,0.183,0.614,80.43,252827,4,40,False,['Rico'],1
628,0.479,0.416,4,-11.451,0,0.124,0.457,1.72e-05,0.118,0.514,79.593,125093,4,79,False,['Bill Withers'],1
629,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4,9,True,"['Mac Miller', 'Anderson .Paak']",1
630,0.488,0.645,11,-7.226,1,0.421,0.0838,0.000355,0.154,0.595,148.733,217773,4,57,True,['Anderson .Paak'],1
631,0.417,0.294,5,-13.665,0,0.06,0.883,5.95e-06,0.104,0.382,127.709,184600,4,0,True,['Frank Ocean'],1
632,0.667,0.61,1,-7.054,1,0.217,0.322,0.000203,0.426,0.465,99.991,241160,4,72,True,"['J. Cole', 'Miguel']",1
633,0.607,0.784,7,-6.293,1,0.268,0.433,0.0,0.689,0.482,81.004,278573,4,69,True,"['J. Cole', 'TLC']",1
634,0.441,0.288,5,-10.627,0,0.0372,0.852,2.86e-06,0.161,0.247,126.403,257380,4,1,True,['Frank Ocean'],1
635,0.837,0.481,10,-8.522,0,0.0801,0.12,0.0,0.309,0.578,122.98,208398,4,2,True,['Joey Bada$$'],1
636,0.482,0.781,11,-5.334,1,0.411,0.629,2.87e-06,0.413,0.336,57.967,325840,5,61,True,"['Big Sean', 'Eminem']",1
637,0.483,0.764,8,-6.038,1,0.283,0.657,0.0,0.128,0.445,92.811,209531,4,25,True,"['Chelsea Reject', 'Kirk Knight', ""T'nah Apex""]",1
638,0.409,0.719,10,-7.397,1,0.13,0.335,1.24e-05,0.129,0.144,127.375,352705,4,0,True,['Sean Leon'],1
639,0.531,0.544,0,-8.615,0,0.462,0.308,1.89e-06,0.0835,0.398,131.921,203794,4,63,False,"['Chance the Rapper', 'Kanye West', ""Chicago Children's Choir""]",1
640,0.71,0.546,7,-8.06,0,0.0495,0.0589,8.08e-06,0.103,0.341,98.028,216558,4,0,False,['Drake'],1
641,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,253107,4,77,True,"['KYLE', 'Lil Yachty']",1
642,0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,258880,4,74,True,"['21 Savage', 'Metro Boomin', 'Future']",1
643,0.905,0.596,1,-7.496,0,0.118,0.000339,2.05e-05,0.0897,0.422,149.996,177604,4,4,True,['Kendrick Lamar'],1
644,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,4,72,True,"['21 Savage', 'Metro Boomin']",1
645,0.835,0.649,1,-7.253,1,0.132,0.152,0.0,0.14,0.494,134.001,242044,4,42,True,"['GoldLink', 'Lil Dude']",1
646,0.802,0.582,1,-7.296,0,0.235,0.126,0.0,0.161,0.338,150.002,186613,4,66,True,['Speaker Knockerz'],1
647,0.95,0.743,10,-5.861,0,0.238,0.0646,1.19e-05,0.103,0.62,136.98,257546,4,66,True,['Migos'],1
648,0.612,0.368,11,-10.831,1,0.423,0.302,0.0,0.273,0.505,110.095,198886,4,0,True,['Smino'],1
649,0.687,0.597,6,-10.741,0,0.374,0.0314,0.0,0.0348,0.804,169.691,265533,5,59,True,['Jeru The Damaja'],1
650,0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99,225205,4,70,True,"['DRAM', 'Lil Yachty']",1
651,0.874,0.568,11,-5.896,0,0.224,0.0698,1.38e-05,0.149,0.46,139.995,237400,4,68,True,['Future'],1
652,0.568,0.42,7,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,415613,4,67,True,"['The Internet', 'KAYTRANADA']",1
653,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,222093,4,74,True,['Fetty Wap'],1
654,0.656,0.606,1,-5.398,1,0.283,0.134,0.0,0.0921,0.614,140.01,207693,4,48,True,['Young Thug'],1
655,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,4,79,True,['Travis Scott'],1
656,0.859,0.425,6,-9.957,1,0.0834,0.638,4.19e-05,0.0974,0.39,129.902,251090,4,40,False,['Nafe Smallz'],1
657,0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974,313547,4,76,True,"['Future', 'The Weeknd']",1
658,0.769,0.632,10,-4.228,0,0.0537,0.0325,0.0,0.116,0.294,131.932,176387,4,67,True,['Young Thug'],1
659,0.706,0.716,7,-4.263,0,0.0768,0.115,0.0,0.316,0.459,136.904,252263,4,68,True,"['Young Thug', 'Travis Scott']",1
660,0.897,0.661,8,-6.2,0,0.27,0.0633,0.0,0.116,0.193,127.081,334467,4,60,True,"['Migos', 'Lil Uzi Vert']",1
661,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093,4,72,True,['Kevin Gates'],1
662,0.866,0.7,8,-4.945,0,0.0353,0.153,0.00798,0.0688,0.8,110.703,182280,4,53,False,"['Synapson', 'Victor Démé']",1
663,0.388,0.338,10,-10.054,1,0.0328,0.652,3.72e-06,0.248,0.477,177.784,303373,4,81,False,['Electric Light Orchestra'],1
